date [mm-dd],city_lower,city_mean,city_upper
09-14,Rotterdam_14.21,Rotterdam_16.76,Rotterdam_19.31
09-14,Vlieland_14.47,Vlieland_16.56,Vlieland_18.65
09-15,Eindhoven_13.14,Eindhoven_17.58,Eindhoven_22.02
09-15,Rotterdam_13.91,Rotterdam_17.36,Rotterdam_20.81
09-15,Vlieland_15.12,Vlieland_17.40,Vlieland_19.68
09-16,Eindhoven_11.97,Eindhoven_16.14,Eindhoven_20.31
09-16,Rotterdam_13.00,Rotterdam_16.20,Rotterdam_19.40
09-16,Vlieland_14.40,Vlieland_16.18,Vlieland_17.96
09-17,Eindhoven_11.03,Eindhoven_14.98,Eindhoven_18.93
09-17,Rotterdam_12.22,Rotterdam_14.88,Rotterdam_17.54
09-17,Vlieland_13.08,Vlieland_15.30,Vlieland_17.52
09-18,Eindhoven_10.21,Eindhoven_14.72,Eindhoven_19.23
09-18,Rotterdam_11.44,Rotterdam_15.00,Rotterdam_18.56
09-18,Vlieland_12.61,Vlieland_15.26,Vlieland_17.91
09-19,Eindhoven_11.46,Eindhoven_15.02,Eindhoven_18.58
09-19,Rotterdam_12.12,Rotterdam_14.66,Rotterdam_17.20
09-19,Vlieland_13.76,Vlieland_15.42,Vlieland_17.08
09-20,Eindhoven_11.02,Eindhoven_14.44,Eindhoven_17.86
09-20,Rotterdam_11.32,Rotterdam_14.52,Rotterdam_17.72
09-20,Vlieland_12.53,Vlieland_15.24,Vlieland_17.95
09-21,Eindhoven_10.91,Eindhoven_14.44,Eindhoven_17.97
09-21,Rotterdam_12.19,Rotterdam_14.44,Rotterdam_16.69
09-21,Vlieland_13.37,Vlieland_14.90,Vlieland_16.43
09-22,Eindhoven_10.51,Eindhoven_14.38,Eindhoven_18.25
09-22,Rotterdam_12.23,Rotterdam_15.04,Rotterdam_17.85
09-22,Vlieland_13.64,Vlieland_15.70,Vlieland_17.76
09-23,Eindhoven_12.16,Eindhoven_14.70,Eindhoven_17.24
09-23,Rotterdam_13.83,Rotterdam_15.64,Rotterdam_17.45
09-23,Vlieland_14.21,Vlieland_15.88,Vlieland_17.55
09-24,Eindhoven_12.99,Eindhoven_14.76,Eindhoven_16.53
09-24,Rotterdam_13.21,Rotterdam_15.30,Rotterdam_17.39
09-24,Vlieland_13.96,Vlieland_15.72,Vlieland_17.48
09-25,Eindhoven_10.63,Eindhoven_14.08,Eindhoven_17.53
09-25,Rotterdam_11.19,Rotterdam_14.68,Rotterdam_18.17
09-25,Vlieland_12.49,Vlieland_15.18,Vlieland_17.87
09-26,Eindhoven_11.30,Eindhoven_14.70,Eindhoven_18.10
09-26,Rotterdam_12.04,Rotterdam_15.46,Rotterdam_18.88
09-26,Vlieland_13.17,Vlieland_15.72,Vlieland_18.27
09-27,Eindhoven_9.98,Eindhoven_14.16,Eindhoven_18.34
09-27,Rotterdam_10.96,Rotterdam_15.02,Rotterdam_19.08
09-27,Vlieland_11.76,Vlieland_15.32,Vlieland_18.88
09-28,Eindhoven_9.55,Eindhoven_13.40,Eindhoven_17.25
09-28,Rotterdam_10.91,Rotterdam_14.68,Rotterdam_18.45
09-28,Vlieland_12.37,Vlieland_15.46,Vlieland_18.55
09-29,Eindhoven_9.33,Eindhoven_13.48,Eindhoven_17.63
09-29,Rotterdam_10.90,Rotterdam_14.08,Rotterdam_17.26
09-29,Vlieland_11.71,Vlieland_14.40,Vlieland_17.09
09-30,Eindhoven_10.47,Eindhoven_13.50,Eindhoven_16.53
09-30,Rotterdam_12.32,Rotterdam_14.38,Rotterdam_16.44
09-30,Vlieland_12.76,Vlieland_14.74,Vlieland_16.72
10-01,Eindhoven_12.68,Eindhoven_14.64,Eindhoven_16.60
10-01,Rotterdam_12.78,Rotterdam_15.10,Rotterdam_17.42
10-01,Vlieland_12.51,Vlieland_14.82,Vlieland_17.13
10-02,Eindhoven_10.17,Eindhoven_14.12,Eindhoven_18.07
10-02,Rotterdam_10.31,Rotterdam_14.12,Rotterdam_17.93
10-02,Vlieland_11.74,Vlieland_14.54,Vlieland_17.34
10-03,Eindhoven_10.44,Eindhoven_12.86,Eindhoven_15.28
10-03,Rotterdam_10.87,Rotterdam_13.34,Rotterdam_15.81
10-03,Vlieland_12.63,Vlieland_14.34,Vlieland_16.05
10-04,Eindhoven_11.45,Eindhoven_12.86,Eindhoven_14.27
10-04,Rotterdam_11.40,Rotterdam_13.48,Rotterdam_15.56
10-04,Vlieland_10.39,Vlieland_13.50,Vlieland_16.61
10-05,Eindhoven_10.30,Eindhoven_13.04,Eindhoven_15.78
10-05,Rotterdam_10.11,Rotterdam_13.42,Rotterdam_16.73
10-05,Vlieland_10.67,Vlieland_13.82,Vlieland_16.97
10-06,Eindhoven_9.61,Eindhoven_12.20,Eindhoven_14.79
10-06,Rotterdam_9.89,Rotterdam_13.14,Rotterdam_16.39
10-06,Vlieland_10.08,Vlieland_13.62,Vlieland_17.16
10-07,Eindhoven_9.40,Eindhoven_12.86,Eindhoven_16.32
10-07,Rotterdam_10.32,Rotterdam_13.88,Rotterdam_17.44
10-07,Vlieland_9.99,Vlieland_13.88,Vlieland_17.77
10-08,Eindhoven_10.43,Eindhoven_12.88,Eindhoven_15.33
10-08,Rotterdam_10.71,Rotterdam_13.26,Rotterdam_15.81
10-08,Vlieland_12.17,Vlieland_13.60,Vlieland_15.03
10-09,Eindhoven_9.49,Eindhoven_12.28,Eindhoven_15.07
10-09,Rotterdam_9.28,Rotterdam_12.74,Rotterdam_16.20
10-09,Vlieland_9.73,Vlieland_12.92,Vlieland_16.11
10-10,Eindhoven_7.82,Eindhoven_11.72,Eindhoven_15.62
10-10,Rotterdam_8.22,Rotterdam_12.36,Rotterdam_16.50
10-10,Vlieland_9.95,Vlieland_13.32,Vlieland_16.69
10-11,Eindhoven_7.33,Eindhoven_12.14,Eindhoven_16.95
10-11,Rotterdam_8.48,Rotterdam_12.96,Rotterdam_17.44
10-11,Vlieland_11.76,Vlieland_14.10,Vlieland_16.44
10-12,Eindhoven_7.59,Eindhoven_12.12,Eindhoven_16.65
10-12,Rotterdam_9.15,Rotterdam_12.12,Rotterdam_15.09
10-12,Vlieland_11.71,Vlieland_12.60,Vlieland_13.49
10-13,Eindhoven_8.19,Eindhoven_13.92,Eindhoven_19.65
10-13,Rotterdam_9.67,Rotterdam_13.64,Rotterdam_17.61
10-13,Vlieland_11.07,Vlieland_13.62,Vlieland_16.17
10-14,Eindhoven_8.78,Eindhoven_12.48,Eindhoven_16.18
10-14,Rotterdam_9.91,Rotterdam_12.78,Rotterdam_15.65
10-14,Vlieland_11.05,Vlieland_12.64,Vlieland_14.23
10-15,Eindhoven_6.85,Eindhoven_11.02,Eindhoven_15.19
10-15,Rotterdam_8.25,Rotterdam_11.82,Rotterdam_15.39
10-15,Vlieland_9.61,Vlieland_12.22,Vlieland_14.83
10-16,Eindhoven_6.11,Eindhoven_10.38,Eindhoven_14.65
10-16,Rotterdam_7.42,Rotterdam_11.08,Rotterdam_14.74
10-16,Vlieland_10.21,Vlieland_12.28,Vlieland_14.35
10-17,Eindhoven_6.74,Eindhoven_11.16,Eindhoven_15.58
10-17,Rotterdam_8.38,Rotterdam_11.80,Rotterdam_15.22
10-17,Vlieland_9.33,Vlieland_12.42,Vlieland_15.51
10-18,Eindhoven_9.25,Eindhoven_11.34,Eindhoven_13.43
10-18,Rotterdam_10.16,Rotterdam_11.56,Rotterdam_12.96
10-18,Vlieland_9.59,Vlieland_11.88,Vlieland_14.17
10-19,Eindhoven_9.38,Eindhoven_12.80,Eindhoven_16.22
10-19,Rotterdam_9.37,Rotterdam_13.10,Rotterdam_16.83
10-19,Vlieland_9.29,Vlieland_12.10,Vlieland_14.91
10-20,Eindhoven_10.85,Eindhoven_13.34,Eindhoven_15.83
10-20,Rotterdam_11.48,Rotterdam_13.38,Rotterdam_15.28
10-20,Vlieland_8.12,Vlieland_11.46,Vlieland_14.80
10-21,Eindhoven_10.11,Eindhoven_13.40,Eindhoven_16.69
10-21,Rotterdam_10.54,Rotterdam_13.46,Rotterdam_16.38
10-21,Vlieland_10.97,Vlieland_12.42,Vlieland_13.87
10-22,Eindhoven_8.93,Eindhoven_12.12,Eindhoven_15.31
10-22,Rotterdam_9.90,Rotterdam_12.28,Rotterdam_14.66
10-22,Vlieland_10.81,Vlieland_12.68,Vlieland_14.55
10-23,Eindhoven_8.78,Eindhoven_12.18,Eindhoven_15.58
10-23,Rotterdam_9.11,Rotterdam_11.90,Rotterdam_14.69
10-23,Vlieland_10.86,Vlieland_12.14,Vlieland_13.42
10-24,Eindhoven_8.56,Eindhoven_12.72,Eindhoven_16.88
10-24,Rotterdam_10.20,Rotterdam_13.14,Rotterdam_16.08
10-24,Vlieland_10.66,Vlieland_12.86,Vlieland_15.06
10-25,Eindhoven_9.94,Eindhoven_12.02,Eindhoven_14.10
10-25,Rotterdam_9.92,Rotterdam_12.12,Rotterdam_14.32
10-25,Vlieland_10.74,Vlieland_12.66,Vlieland_14.58
10-26,Eindhoven_9.06,Eindhoven_12.90,Eindhoven_16.74
10-26,Rotterdam_9.21,Rotterdam_12.86,Rotterdam_16.51
10-26,Vlieland_9.32,Vlieland_12.52,Vlieland_15.72
10-27,Eindhoven_7.96,Eindhoven_11.96,Eindhoven_15.96
10-27,Rotterdam_8.28,Rotterdam_12.16,Rotterdam_16.04
10-27,Vlieland_9.61,Vlieland_12.34,Vlieland_15.07
10-28,Eindhoven_7.23,Eindhoven_11.72,Eindhoven_16.21
10-28,Rotterdam_7.90,Rotterdam_11.76,Rotterdam_15.62
10-28,Vlieland_9.67,Vlieland_11.98,Vlieland_14.29
10-29,Eindhoven_7.39,Eindhoven_12.20,Eindhoven_17.01
10-29,Rotterdam_7.48,Rotterdam_12.12,Rotterdam_16.76
10-29,Vlieland_9.20,Vlieland_11.92,Vlieland_14.64
10-30,Eindhoven_6.50,Eindhoven_11.58,Eindhoven_16.66
10-30,Rotterdam_6.16,Rotterdam_11.46,Rotterdam_16.76
10-30,Vlieland_8.01,Vlieland_12.02,Vlieland_16.03
10-31,Eindhoven_6.56,Eindhoven_11.20,Eindhoven_15.84
10-31,Rotterdam_6.04,Rotterdam_10.78,Rotterdam_15.52
10-31,Vlieland_6.99,Vlieland_11.08,Vlieland_15.17
11-01,Eindhoven_8.46,Eindhoven_12.10,Eindhoven_15.74
11-01,Rotterdam_8.92,Rotterdam_11.96,Rotterdam_15.00
11-01,Vlieland_8.13,Vlieland_11.46,Vlieland_14.79
11-02,Eindhoven_7.74,Eindhoven_11.96,Eindhoven_16.18
11-02,Rotterdam_8.02,Rotterdam_11.80,Rotterdam_15.58
11-02,Vlieland_8.77,Vlieland_11.68,Vlieland_14.59
11-03,Eindhoven_5.62,Eindhoven_9.26,Eindhoven_12.90
11-03,Rotterdam_6.56,Rotterdam_9.58,Rotterdam_12.60
11-03,Vlieland_8.52,Vlieland_10.50,Vlieland_12.48
11-04,Eindhoven_5.10,Eindhoven_8.02,Eindhoven_10.94
11-04,Rotterdam_6.96,Rotterdam_8.76,Rotterdam_10.56
11-04,Vlieland_9.27,Vlieland_10.28,Vlieland_11.29
11-05,Eindhoven_4.62,Eindhoven_7.56,Eindhoven_10.50
11-05,Rotterdam_7.58,Rotterdam_9.16,Rotterdam_10.74
11-05,Vlieland_9.92,Vlieland_10.78,Vlieland_11.64
11-06,Eindhoven_7.10,Eindhoven_8.64,Eindhoven_10.18
11-06,Rotterdam_8.43,Rotterdam_9.74,Rotterdam_11.05
11-06,Vlieland_8.37,Vlieland_10.60,Vlieland_12.83
11-07,Eindhoven_6.69,Eindhoven_9.42,Eindhoven_12.15
11-07,Rotterdam_6.87,Rotterdam_9.76,Rotterdam_12.65
11-07,Vlieland_7.15,Vlieland_10.26,Vlieland_13.37
11-08,Eindhoven_4.58,Eindhoven_8.72,Eindhoven_12.86
11-08,Rotterdam_6.07,Rotterdam_9.32,Rotterdam_12.57
11-08,Vlieland_7.62,Vlieland_10.08,Vlieland_12.54
11-09,Eindhoven_4.53,Eindhoven_9.14,Eindhoven_13.75
11-09,Rotterdam_7.00,Rotterdam_9.72,Rotterdam_12.44
11-09,Vlieland_8.22,Vlieland_10.14,Vlieland_12.06
11-10,Eindhoven_2.22,Eindhoven_7.44,Eindhoven_12.66
11-10,Rotterdam_4.27,Rotterdam_8.94,Rotterdam_13.61
11-10,Vlieland_7.45,Vlieland_10.34,Vlieland_13.23
11-11,Eindhoven_4.76,Eindhoven_7.60,Eindhoven_10.44
11-11,Rotterdam_6.78,Rotterdam_9.28,Rotterdam_11.78
11-11,Vlieland_7.46,Vlieland_10.38,Vlieland_13.30
11-12,Eindhoven_4.55,Eindhoven_7.00,Eindhoven_9.45
11-12,Rotterdam_5.43,Rotterdam_8.02,Rotterdam_10.61
11-12,Vlieland_7.01,Vlieland_9.06,Vlieland_11.11
11-13,Eindhoven_6.54,Eindhoven_9.12,Eindhoven_11.70
11-13,Rotterdam_6.59,Rotterdam_9.32,Rotterdam_12.05
11-13,Vlieland_8.23,Vlieland_9.84,Vlieland_11.45
11-14,Eindhoven_4.72,Eindhoven_8.90,Eindhoven_13.08
11-14,Rotterdam_5.13,Rotterdam_9.24,Rotterdam_13.35
11-14,Vlieland_6.06,Vlieland_9.08,Vlieland_12.10
11-15,Eindhoven_4.57,Eindhoven_9.10,Eindhoven_13.63
11-15,Rotterdam_5.01,Rotterdam_9.26,Rotterdam_13.51
11-15,Vlieland_5.15,Vlieland_8.76,Vlieland_12.37
11-16,Eindhoven_3.58,Eindhoven_7.40,Eindhoven_11.22
11-16,Rotterdam_4.23,Rotterdam_7.80,Rotterdam_11.37
11-16,Vlieland_5.52,Vlieland_8.38,Vlieland_11.24
11-17,Eindhoven_3.47,Eindhoven_7.60,Eindhoven_11.73
11-17,Rotterdam_4.74,Rotterdam_8.46,Rotterdam_12.18
11-17,Vlieland_5.70,Vlieland_9.18,Vlieland_12.66
11-18,Eindhoven_5.37,Eindhoven_8.74,Eindhoven_12.11
11-18,Rotterdam_6.50,Rotterdam_9.50,Rotterdam_12.50
11-18,Vlieland_6.47,Vlieland_9.64,Vlieland_12.81
11-19,Eindhoven_2.15,Eindhoven_7.52,Eindhoven_12.89
11-19,Rotterdam_1.77,Rotterdam_7.84,Rotterdam_13.91
11-19,Vlieland_3.12,Vlieland_8.48,Vlieland_13.84
11-20,Eindhoven_1.21,Eindhoven_5.48,Eindhoven_9.75
11-20,Rotterdam_0.67,Rotterdam_5.90,Rotterdam_11.13
11-20,Vlieland_1.90,Vlieland_7.22,Vlieland_12.54
11-21,Eindhoven_3.11,Eindhoven_5.96,Eindhoven_8.81
11-21,Rotterdam_3.36,Rotterdam_6.78,Rotterdam_10.20
11-21,Vlieland_2.46,Vlieland_7.14,Vlieland_11.82
11-22,Eindhoven_2.61,Eindhoven_5.74,Eindhoven_8.87
11-22,Rotterdam_4.78,Rotterdam_6.78,Rotterdam_8.78
11-22,Vlieland_5.49,Vlieland_7.84,Vlieland_10.19
11-23,Eindhoven_4.23,Eindhoven_7.20,Eindhoven_10.17
11-23,Rotterdam_5.04,Rotterdam_7.94,Rotterdam_10.84
11-23,Vlieland_6.19,Vlieland_9.00,Vlieland_11.81
11-24,Eindhoven_5.34,Eindhoven_7.08,Eindhoven_8.82
11-24,Rotterdam_6.07,Rotterdam_7.60,Rotterdam_9.13
11-24,Vlieland_6.27,Vlieland_8.22,Vlieland_10.17
11-25,Eindhoven_2.55,Eindhoven_5.60,Eindhoven_8.65
11-25,Rotterdam_6.04,Rotterdam_7.34,Rotterdam_8.64
11-25,Vlieland_6.40,Vlieland_8.16,Vlieland_9.92
11-26,Eindhoven_3.24,Eindhoven_6.54,Eindhoven_9.84
11-26,Rotterdam_4.87,Rotterdam_7.62,Rotterdam_10.37
11-26,Vlieland_6.52,Vlieland_7.76,Vlieland_9.00
11-27,Eindhoven_1.78,Eindhoven_5.84,Eindhoven_9.90
11-27,Rotterdam_3.33,Rotterdam_6.60,Rotterdam_9.87
11-27,Vlieland_4.80,Vlieland_6.42,Vlieland_8.04
11-28,Eindhoven_0.94,Eindhoven_5.14,Eindhoven_9.34
11-28,Rotterdam_1.83,Rotterdam_5.70,Rotterdam_9.57
11-28,Vlieland_3.98,Vlieland_6.72,Vlieland_9.46
11-29,Eindhoven_0.46,Eindhoven_3.28,Eindhoven_6.10
11-29,Rotterdam_2.35,Rotterdam_4.22,Rotterdam_6.09
11-29,Vlieland_2.22,Vlieland_5.70,Vlieland_9.18
11-30,Eindhoven_-0.80,Eindhoven_3.56,Eindhoven_7.92
11-30,Rotterdam_0.30,Rotterdam_4.60,Rotterdam_8.90
11-30,Vlieland_1.52,Vlieland_5.50,Vlieland_9.48
12-01,Eindhoven_-0.45,Eindhoven_4.36,Eindhoven_9.17
12-01,Rotterdam_-1.39,Rotterdam_3.96,Rotterdam_9.31
12-01,Vlieland_1.03,Vlieland_5.50,Vlieland_9.97
12-02,Eindhoven_-0.48,Eindhoven_2.54,Eindhoven_5.56
12-02,Rotterdam_0.67,Rotterdam_3.54,Rotterdam_6.41
12-02,Vlieland_2.14,Vlieland_5.10,Vlieland_8.06
12-03,Eindhoven_0.47,Eindhoven_2.72,Eindhoven_4.97
12-03,Rotterdam_0.73,Rotterdam_3.36,Rotterdam_5.99
12-03,Vlieland_2.45,Vlieland_5.42,Vlieland_8.39
12-04,Eindhoven_0.07,Eindhoven_2.72,Eindhoven_5.37
12-04,Rotterdam_1.00,Rotterdam_3.58,Rotterdam_6.16
12-04,Vlieland_1.98,Vlieland_4.74,Vlieland_7.50
12-05,Eindhoven_1.69,Eindhoven_2.78,Eindhoven_3.87
12-05,Rotterdam_2.10,Rotterdam_3.54,Rotterdam_4.98
12-05,Vlieland_2.35,Vlieland_4.94,Vlieland_7.53
12-06,Eindhoven_1.32,Eindhoven_3.54,Eindhoven_5.76
12-06,Rotterdam_1.23,Rotterdam_3.88,Rotterdam_6.53
12-06,Vlieland_2.80,Vlieland_5.94,Vlieland_9.08
12-07,Eindhoven_0.70,Eindhoven_4.26,Eindhoven_7.82
12-07,Rotterdam_1.39,Rotterdam_4.88,Rotterdam_8.37
12-07,Vlieland_2.74,Vlieland_6.02,Vlieland_9.30
12-08,Eindhoven_1.58,Eindhoven_5.00,Eindhoven_8.42
12-08,Rotterdam_1.37,Rotterdam_5.06,Rotterdam_8.75
12-08,Vlieland_1.57,Vlieland_4.88,Vlieland_8.19
12-09,Eindhoven_-0.53,Eindhoven_3.72,Eindhoven_7.97
12-09,Rotterdam_0.06,Rotterdam_4.30,Rotterdam_8.54
12-09,Vlieland_1.85,Vlieland_4.94,Vlieland_8.03
12-10,Eindhoven_-2.10,Eindhoven_3.28,Eindhoven_8.66
12-10,Rotterdam_0.10,Rotterdam_4.44,Rotterdam_8.78
12-10,Vlieland_0.57,Vlieland_4.44,Vlieland_8.31
12-11,Eindhoven_0.35,Eindhoven_4.48,Eindhoven_8.61
12-11,Rotterdam_1.73,Rotterdam_5.48,Rotterdam_9.23
12-11,Vlieland_1.39,Vlieland_5.02,Vlieland_8.65
12-12,Eindhoven_-0.85,Eindhoven_5.18,Eindhoven_11.21
12-12,Rotterdam_-0.04,Rotterdam_5.60,Rotterdam_11.24
12-12,Vlieland_1.15,Vlieland_5.20,Vlieland_9.25
12-13,Eindhoven_-0.80,Eindhoven_5.30,Eindhoven_11.40
12-13,Rotterdam_-0.86,Rotterdam_5.48,Rotterdam_11.82
12-13,Vlieland_1.08,Vlieland_5.44,Vlieland_9.80
12-14,Eindhoven_-1.47,Eindhoven_5.04,Eindhoven_11.55
12-14,Rotterdam_-0.76,Rotterdam_5.72,Rotterdam_12.20
12-14,Vlieland_1.82,Vlieland_6.18,Vlieland_10.54
12-15,Eindhoven_-1.43,Eindhoven_5.54,Eindhoven_12.51
12-15,Rotterdam_1.79,Rotterdam_6.90,Rotterdam_12.01
12-15,Vlieland_5.31,Vlieland_7.68,Vlieland_10.05
12-16,Eindhoven_1.26,Eindhoven_5.80,Eindhoven_10.34
12-16,Rotterdam_1.12,Rotterdam_6.14,Rotterdam_11.16
12-16,Vlieland_3.13,Vlieland_6.68,Vlieland_10.23
12-17,Eindhoven_-0.14,Eindhoven_6.50,Eindhoven_13.14
12-17,Rotterdam_0.33,Rotterdam_6.44,Rotterdam_12.55
12-17,Vlieland_2.08,Vlieland_6.86,Vlieland_11.64
12-18,Eindhoven_-0.64,Eindhoven_4.68,Eindhoven_10.00
12-18,Rotterdam_-0.10,Rotterdam_5.54,Rotterdam_11.18
12-18,Vlieland_1.24,Vlieland_6.16,Vlieland_11.08
12-19,Eindhoven_5.96,Eindhoven_8.32,Eindhoven_10.68
12-19,Rotterdam_6.55,Rotterdam_8.84,Rotterdam_11.13
12-19,Vlieland_6.76,Vlieland_7.86,Vlieland_8.96
12-20,Eindhoven_4.41,Eindhoven_8.12,Eindhoven_11.83
12-20,Rotterdam_5.73,Rotterdam_8.58,Rotterdam_11.43
12-20,Vlieland_4.99,Vlieland_7.54,Vlieland_10.09
12-21,Eindhoven_0.38,Eindhoven_6.24,Eindhoven_12.10
12-21,Rotterdam_1.15,Rotterdam_6.56,Rotterdam_11.97
12-21,Vlieland_3.43,Vlieland_6.70,Vlieland_9.97
12-22,Eindhoven_0.60,Eindhoven_7.32,Eindhoven_14.04
12-22,Rotterdam_1.31,Rotterdam_7.22,Rotterdam_13.13
12-22,Vlieland_3.05,Vlieland_6.22,Vlieland_9.39
12-23,Eindhoven_3.98,Eindhoven_8.44,Eindhoven_12.90
12-23,Rotterdam_4.83,Rotterdam_8.62,Rotterdam_12.41
12-23,Vlieland_4.68,Vlieland_7.06,Vlieland_9.44
12-24,Eindhoven_5.88,Eindhoven_8.64,Eindhoven_11.40
12-24,Rotterdam_6.16,Rotterdam_8.76,Rotterdam_11.36
12-24,Vlieland_5.28,Vlieland_7.64,Vlieland_10.00
12-25,Eindhoven_0.78,Eindhoven_6.34,Eindhoven_11.90
12-25,Rotterdam_0.61,Rotterdam_6.32,Rotterdam_12.03
12-25,Vlieland_0.09,Vlieland_5.72,Vlieland_11.35
12-26,Eindhoven_1.51,Eindhoven_4.98,Eindhoven_8.45
12-26,Rotterdam_0.63,Rotterdam_4.94,Rotterdam_9.25
12-26,Vlieland_0.30,Vlieland_5.40,Vlieland_10.50
12-27,Eindhoven_4.44,Eindhoven_6.08,Eindhoven_7.72
12-27,Rotterdam_4.50,Rotterdam_6.28,Rotterdam_8.06
12-27,Vlieland_2.38,Vlieland_5.14,Vlieland_7.90
12-28,Eindhoven_1.60,Eindhoven_6.78,Eindhoven_11.96
12-28,Rotterdam_2.36,Rotterdam_7.04,Rotterdam_11.72
12-28,Vlieland_2.20,Vlieland_6.34,Vlieland_10.48
12-29,Eindhoven_0.93,Eindhoven_6.44,Eindhoven_11.95
12-29,Rotterdam_2.87,Rotterdam_7.04,Rotterdam_11.21
12-29,Vlieland_3.86,Vlieland_6.90,Vlieland_9.94
12-30,Eindhoven_2.47,Eindhoven_7.78,Eindhoven_13.09
12-30,Rotterdam_3.79,Rotterdam_7.92,Rotterdam_12.05
12-30,Vlieland_6.14,Vlieland_8.00,Vlieland_9.86
12-31,Eindhoven_1.54,Eindhoven_8.66,Eindhoven_15.78
12-31,Rotterdam_2.26,Rotterdam_8.34,Rotterdam_14.42
12-31,Vlieland_4.27,Vlieland_7.78,Vlieland_11.29
